,Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Previous day close price,Change in price,Percentage change in price,Previous day volume,Change in volume,Percentage change in volume
0,2015-07-06,38.0,39.75,36.0,36.709999084472656,36.709999084472656,5866600,,,,,,,,
1,2015-07-07,37.720001220703125,37.810001373291016,36.0,36.619998931884766,36.619998931884766,7359000,,,36.709999084472656,-0.09000015258789062,-0.0024516522700203103,5866600.0,1492400.0,0.2543892544233457
2,2015-07-08,36.34000015258789,36.36000061035156,34.529998779296875,34.70000076293945,34.70000076293945,5387700,,,36.619998931884766,-1.9199981689453125,-0.05243031744803206,7359000.0,-1971300.0,-0.26787607011822256
3,2015-07-09,35.099998474121094,35.52000045776367,33.9900016784668,34.5,34.5,3760100,,,34.70000076293945,-0.20000076293945312,-0.005763710620809492,5387700.0,-1627600.0,-0.30209551385563416
4,2015-07-10,34.65999984741211,35.189998626708984,33.97999954223633,34.689998626708984,34.689998626708984,4472800,,,34.5,0.18999862670898438,0.005507206571274903,3760100.0,712700.0,0.1895428313076779
5,2015-07-13,35.59000015258789,37.5,35.5,36.77999877929688,36.77999877929688,7626000,,,34.689998626708984,2.0900001525878977,0.060247916844215155,4472800.0,3153200.0,0.7049722768735467
6,2015-07-14,36.9900016784668,37.7400016784668,36.59999847412109,36.93000030517578,36.93000030517578,4653300,,,36.77999877929688,0.15000152587889914,0.00407834504777993,7626000.0,-2972700.0,-0.3898111723052714
7,2015-07-15,37.97999954223633,38.20000076293945,37.02999877929688,37.5099983215332,37.5099983215332,13072800,,,36.93000030517578,0.5799980163574219,0.015705334729610998,4653300.0,8419500.0,1.8093610985752049
8,2015-07-16,38.81999969482422,39.970001220703125,38.08000183105469,38.630001068115234,38.630001068115234,21348500,,,37.5099983215332,1.1200027465820312,0.02985877890426547,13072800.0,8275700.0,0.6330472431307754
9,2015-07-17,39.41999816894531,40.20000076293945,38.18000030517578,38.38999938964844,38.38999938964844,45720200,,,38.630001068115234,-0.24000167846679688,-0.006212831266652286,21348500.0,24371700.0,1.1416118228446965
10,2015-07-20,41.459999084472656,42.54999923706055,39.79999923706055,40.470001220703125,40.470001220703125,52286500,,,38.38999938964844,2.0800018310546875,0.054180824801355554,45720200.0,6566300.0,0.14361923176189073
11,2015-07-21,41.08000183105469,41.11000061035156,39.119998931884766,39.34999847412109,39.34999847412109,32954600,,,40.470001220703125,-1.1200027465820384,-0.027674887887304545,52286500.0,-19331900.0,-0.3697302362942634
