,Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Previous day close price,Change in price,Percentage change in price,Previous day volume,Change in volume,Percentage change in volume
0,2002-05-23,1.156428575515747,1.2428570985794067,1.145714282989502,1.1964285373687744,1.1964285373687744,104790000,,,,,,,,
1,2002-05-24,1.2142857313156128,1.225000023841858,1.1971428394317627,1.2100000381469729,1.2100000381469729,11104800,,,1.1964285373687744,0.013571500778198464,0.011343344256937726,104790000.0,-93685200.0,-0.8940280561122245
2,2002-05-28,1.2135714292526243,1.2321428060531616,1.1571428775787354,1.1571428775787354,1.1571428775787354,6609400,,,1.2100000381469729,-0.05285716056823753,-0.043683602398215116,11104800.0,-4495400.0,-0.4048159354513363
3,2002-05-29,1.164285659790039,1.164285659790039,1.085714340209961,1.1035714149475098,1.1035714149475098,6757800,,,1.1571428775787354,-0.053571462631225586,-0.046296324913066234,6609400.0,148400.0,0.02245287015462827
4,2002-05-30,1.10785710811615,1.10785710811615,1.0714285373687744,1.0714285373687744,1.0714285373687744,10154200,,,1.1035714149475098,-0.03214287757873535,-0.02912623246975299,6757800.0,3396400.0,0.5025896001657344
5,2002-05-31,1.0785714387893677,1.0785714387893677,1.0714285373687744,1.0764285326004028,1.0764285326004028,8464400,,,1.0714285373687744,0.004999995231628418,0.004666662364535723,10154200.0,-1689800.0,-0.16641389769750448
6,2002-06-03,1.0800000429153442,1.1492856740951538,1.0764285326004028,1.128571391105652,1.128571391105652,3151400,,,1.0764285326004028,0.052142858505249245,0.04844061349738116,8464400.0,-5313000.0,-0.6276877274230896
7,2002-06-04,1.1357142925262451,1.1399999856948853,1.110714316368103,1.1178570985794067,1.1178570985794067,3105200,,,1.128571391105652,-0.01071429252624534,-0.009493677237156106,3151400.0,-46200.0,-0.01466015104398044
8,2002-06-05,1.110714316368103,1.1592856645584106,1.1071428060531616,1.1471428871154783,1.1471428871154783,1531600,,,1.1178570985794067,0.029285788536071555,0.026198150526832498,3105200.0,-1573600.0,-0.5067628494138864
9,2002-06-06,1.149999976158142,1.2321428060531616,1.1485713720321655,1.1821428537368774,1.1821428537368774,2305800,,,1.1471428871154783,0.03499996662139915,0.030510555410762752,1531600.0,774200.0,0.5054844606946984
10,2002-06-07,1.1778571605682373,1.1778571605682373,1.1035714149475098,1.118571400642395,1.118571400642395,1369200,,,1.1821428537368774,-0.06357145309448242,-0.05377645594483471,2305800.0,-936600.0,-0.4061930783242259
11,2002-06-10,1.1349999904632568,1.1749999523162842,1.1342856884002686,1.156428575515747,1.156428575515747,484400,,,1.118571400642395,0.03785717487335205,0.033844218484050836,1369200.0,-884800.0,-0.6462167689161554
12,2002-06-11,1.156428575515747,1.1885714530944824,1.128571391105652,1.1535714864730835,1.1535714864730835,1003800,,,1.156428575515747,-0.0028570890426635742,-0.0024706143579938944,484400.0,519400.0,1.0722543352601157
13,2002-06-12,1.1535714864730835,1.1821428537368774,1.0892857313156128,1.0928571224212646,1.0928571224212646,1799000,,,1.1535714864730835,-0.06071436405181885,-0.05263164421430544,1003800.0,795200.0,0.792189679218968
14,2002-06-13,1.104285717010498,1.1221429109573364,1.0800000429153442,1.0828571319580078,1.0828571319580078,2567600,,,1.0928571224212646,-0.009999990463256836,-0.009150318242060362,1799000.0,768600.0,0.42723735408560315
15,2002-06-14,1.0821428298950195,1.085714340209961,0.9800000190734864,0.9864285588264464,0.9864285588264464,4783800,,,1.0828571319580078,-0.09642857313156139,-0.08905013439510767,2567600.0,2216200.0,0.8631406761177753
16,2002-06-17,1.0135713815689087,1.0592857599258425,0.9178571701049804,0.9221428632736206,0.9221428632736206,4855200,,,0.9864285588264464,-0.06428569555282582,-0.06517014838794455,4783800.0,71400.0,0.014925373134328401
17,2002-06-18,0.9385714530944824,0.939285695552826,0.8421428799629211,0.9107142686843872,0.9107142686843872,10808000,,,0.9221428632736206,-0.011428594589233398,-0.012393518449691943,4855200.0,5952800.0,1.2260668973471742
18,2002-06-19,0.9114285707473756,0.9964285492897034,0.8928571343421936,0.9514285922050476,0.9514285922050476,5482400,,,0.9107142686843872,0.0407143235206604,0.04470592470180157,10808000.0,-5325600.0,-0.4927461139896373
19,2002-06-20,0.9714285731315612,1.0399999618530271,0.949999988079071,0.9571428298950196,0.9571428298950196,6111000,,,0.9514285922050476,0.005714237689972035,0.006005955398847851,5482400.0,628600.0,0.11465781409601639
20,2002-06-21,0.9821428656578064,0.9892857074737548,0.947857141494751,0.979285717010498,0.979285717010498,2346400,,,0.9571428298950196,0.022142887115478405,0.023134360331474202,6111000.0,-3764600.0,-0.616036655211913
21,2002-06-24,0.979285717010498,1.014285683631897,0.9571428298950196,0.9785714149475098,0.9785714149475098,2567600,,,0.979285717010498,-0.0007143020629882812,-0.0007294112949679521,2346400.0,221200.0,0.09427207637231505
22,2002-06-25,0.9885714054107666,1.0071429014205933,0.9471428394317628,0.9642857313156128,0.9642857313156128,3941000,,,0.9785714149475098,-0.014285683631896973,-0.01459850902416071,2567600.0,1373400.0,0.534896401308615
23,2002-06-26,0.9635714292526244,0.9964285492897034,0.9214285612106324,0.9885714054107666,0.9885714054107666,2924600,,,0.9642857313156128,0.02428567409515381,0.02518514306129971,3941000.0,-1016400.0,-0.2579040852575488
24,2002-06-27,1.0092856884002686,1.018571376800537,0.9428571462631226,0.9435714483261108,0.9435714483261108,3817800,,,0.9885714054107666,-0.04499995708465576,-0.04552018886886333,2924600.0,893200.0,0.30540928674006707
25,2002-06-28,0.9607142806053162,1.0135713815689087,0.9607142806053162,0.9992856979370116,0.9992856979370116,9234400,,,0.9435714483261108,0.05571424961090077,0.059046137639855,3817800.0,5416600.0,1.418775210854419
26,2002-07-01,1.0,1.0464285612106323,0.9928571581840516,1.0278571844100952,1.0278571844100952,4585000,,,0.9992856979370116,0.028571486473083607,0.028591909733190812,9234400.0,-4649400.0,-0.5034869617950273
27,2002-07-02,1.0535714626312256,1.1950000524520874,1.039285659790039,1.1728571653366089,1.1728571653366089,9020200,,,1.0278571844100952,0.14499998092651367,0.14107016337073297,4585000.0,4435200.0,0.9673282442748092
28,2002-07-03,1.1785714626312256,1.2142857313156128,1.1178570985794067,1.2142857313156128,1.2142857313156128,4957400,,,1.1728571653366089,0.041428565979003906,0.03532277177768184,9020200.0,-4062800.0,-0.45041129908427746
29,2002-07-05,1.2142857313156128,1.2992857694625854,1.2135714292526243,1.2764285802841189,1.2764285802841189,2003400,,,1.2142857313156128,0.06214284896850608,0.05117646313868618,4957400.0,-2954000.0,-0.5958768709404123
30,2002-07-08,1.2521429061889648,1.2521429061889648,1.1678571701049805,1.1757142543792725,1.1757142543792725,1953000,,,1.2764285802841189,-0.10071432590484641,-0.07890322064273159,2003400.0,-50400.0,-0.02515723270440251
31,2002-07-09,1.1749999523162842,1.1964285373687744,1.1142857074737549,1.1607142686843872,1.1607142686843872,2935800,,,1.1757142543792725,-0.014999985694885254,-0.012758189873954162,1953000.0,982800.0,0.5032258064516129
32,2002-07-10,1.1614285707473757,1.1785714626312256,1.1321429014205933,1.1635714769363403,1.1635714769363403,1554000,,,1.1607142686843872,0.002857208251953125,0.0024615948377990637,2935800.0,-1381800.0,-0.4706723891273248
33,2002-07-11,1.1542856693267822,1.2785714864730835,1.132857084274292,1.2692856788635254,1.2692856788635254,2529800,,,1.1635714769363403,0.10571420192718506,0.0908532084384952,1554000.0,975800.0,0.627927927927928
34,2002-07-12,1.2785714864730835,1.2799999713897705,1.2071428298950195,1.2078571319580078,1.2078571319580078,2837800,,,1.2692856788635254,-0.06142854690551758,-0.04839615535607289,2529800.0,308000.0,0.12174875484227998
35,2002-07-15,1.2428570985794067,1.2485713958740234,1.0764285326004028,1.1428571939468384,1.1428571939468384,4239200,,,1.2078571319580078,-0.06499993801116943,-0.05381426022281355,2837800.0,1401400.0,0.49383325111001475
36,2002-07-16,1.1528571844100952,1.1571428775787354,1.104285717010498,1.1264286041259766,1.1264286041259766,1941800,,,1.1428571939468384,-0.016428589820861816,-0.014375015450640793,4239200.0,-2297400.0,-0.5419418758256275
37,2002-07-17,1.1449999809265137,1.1635714769363403,1.0757142305374146,1.0892857313156128,1.0892857313156128,1261400,,,1.1264286041259766,-0.03714287281036377,-0.032974014220087944,1941800.0,-680400.0,-0.35039653929343906
38,2002-07-18,1.117142915725708,1.166428565979004,1.110714316368103,1.1492856740951538,1.1492856740951538,2899400,,,1.0892857313156128,0.059999942779541016,0.05508191382170646,1261400.0,1638000.0,1.2985571587125415
